id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
22,Pirates of the Caribbean: The Curse of the Black Pearl,7.812,21339.0,Released,2003-07-09,655011224.0,143.0,140000000.0,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",19.7859,Prepare to be blown out of the water.,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,English,"Giles New, Lauren Maher, Lee Arenberg, Paul Keith, Joe Grisaffi, Jerry Gauny, James McAuley, Paula J. Newman, Michael W. Williams, Jordi Caballero, Félix Castro, LeJon Stewart, Tamara Castle, Ben Roberts, David Patykewich, Damian O'Hare, Brye Cooper, Jonathan Pryce, Geoffrey Rush, Dylan Smith, Craig Thomson, Vince Lozano, Christopher S. Capp, Paul Gagné, Dustin Seavey, Lucinda Dryzek, Gregory Ryan Alosio, David Bailie, Greg Ellis, Vanessa Branch, Kevin McNally, Mike Babcock, Gerard J. Reyes, Michael A. Thompson, Antonio Valentino, D.P. FitzGerald, Angus Barnett, Michael Sean Tighe, Trevor Goddard, Mike Haberecht, Ian McIntyre, Israel Aduramo, Tobias McKinney, Fred Toft, M. Scott Shields, Christopher Sullivan, Ben Wilson, Finneus Egan, Guy Siner, Jack Davenport, Tommy Schooler, José Zelaya, Matthew Bowyer, Martin Klebba, Keira Knightley, Christian Martin, Owen Finnegan, Orlando Bloom, Johnny Depp, Treva Etienne, Sam Roberts, Michael Earl Lane, Mackenzie Crook, Ralph P. Martin, Rudolph McCollum, Don LaDaga, Isaac C. Singleton, Jr., Michael Berry Jr., Luke de Woolfson, Zoe Saldaña, Maxie J. Santillan Jr.",Gore Verbinski,Dariusz Wolski,"Ted Elliott, Terry Rossio, Jay Wolpert, Stuart Beattie","Chad Oman, Paul Deason, Bruce Hendricks, Mike Stenson, Jerry Bruckheimer",Klaus Badelt,8.1,1281722.0,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg
24,Kill Bill: Vol. 1,7.971,18062.0,Released,2003-10-10,180906076.0,111.0,30000000.0,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",11.4,A Roaring Rampage of Revenge,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu",United States of America,"English, 日本語, Français","Goro Daimon, Sō Yamanaka, Zhang Jinzhan, Gordon Liu Chia-Hui, Sakichi Sato, Shu Lan Tuan, Tetsuro Shimaguchi, Juri Manase, Kenji Ohba, Ambrosia Kelley, Ai Maeda, Hikaru Midorikawa, Hu Xiaohui, Yuki Kazamatsuri, Sonny Chiba, Issey Takahashi, Ronnie Yoshiko Fujiyama, Lucy Liu, Michael Parks, Jun Kunimura, Yoji Tanaka, Julie Dreyfus, Jonathan Loughran, Uma Thurman, Akaji Maro, Chiaki Kuriyama, Yoshiko Yamaguchi, Daryl Hannah, James Parks, Michael Bowen, Sachiko Fujii, David Carradine, Vivica A. Fox, Michael Madsen, Yoshiyuki Morishita, Naomi Kusumi, Kazuki Kitamura, Shun Sugata",Quentin Tarantino,Robert Richardson,"Quentin Tarantino, Uma Thurman","Erica Steinberg, E. Bennett Walsh, Mitsuhisa Ishikawa, Harvey Weinstein, Lawrence Bender, Katsuji Morishita, Bob Weinstein",RZA,8.2,1263891.0,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg
25,Jarhead,6.7,2993.0,Released,2005-11-04,97076152.0,123.0,72000000.0,tt0418763,en,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.",4.9353,Welcome to the suck.,"Drama, War","Red Wagon Entertainment, Neal Street Productions","United Kingdom, United States of America","English, Español, العربية, Latin","Kareem J. Grimes, Craig Coyne, Ming Lo, Peter Sarsgaard, Riad Galayini, Nick Dash, Lucas Black, Jamie Foxx, Katherine Randolph, Jake Gyllenhaal, James Morrison, Brianne Davis, Merik Tadros, Becky Boxer, Jocko Sims, Brian Geraghty, Dendrie Taylor, Jacob Vargas, Laz Alonso, Martin Papazian, Chris Cooper, Dennis Haysbert, Rini Bell, Todd Jensen, Iván Fenyő, John Krasinski, Mark Davis, Damion Poitier, Kevin Foster, Scott MacDonald, Evan Jones",Sam Mendes,Roger Deakins,"William Broyles Jr., Sam Chouia, Anthony Swofford","Douglas Wick, Sam Mercer, Lucy Fisher, Bobby Cohen",Thomas Newman,7.0,218357.0,/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg
26,Walk on Water,6.92,87.0,Released,2004-02-05,444.0,103.0,1400000.0,tt0352994,he,LaLehet Al HaMayim,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.",0.7467,He was trained to hate until he met the enemy.,Drama,"Lama Films, United King Films","Israel, Sweden","English, العربية, עִבְרִית, Deutsch, Türkçe, Italiano","Lior Ashkenazi, Carola Regnier, Hanns Zischler, Gideon Shemer, Caroline Peters, Knut Berger, Ernest Lenart",Eytan Fox,Tobias Hochstein,Gal Uchovsky,"Amir Harel, Gal Uchovsky",Ivri Lider,7.3,7169.0,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg
27,9 Songs,5.5,538.0,Released,2004-07-16,1574623.0,69.0,1000000.0,tt0411705,en,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",7.0687,"2 lovers, one summer, and the 9 songs that defined them.","Drama, Music, Romance",Revolution Films,United Kingdom,English,"Kieran O'Brien, Michael Nyman, Gruff Rhys, Margo Stilley, Robert Levon Been, Jason Stollsteimer, Alex Kapranos, Bobby Gillespie, Marcie Bolen, Guy Garvey, Peter Hayes, Courtney Taylor-Taylor",Michael Winterbottom,Marcel Zyskind,Michael Winterbottom,"Michael Winterbottom, Andrew Eaton",,4.8,24923.0,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg
28,Apocalypse Now,8.271,8589.0,Released,1979-05-19,150000000.0,147.0,31500000.0,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",8.749,This is the end...,"Drama, War",American Zoetrope,United States of America,", English, Français, Tiếng Việt","Herb Rice, Jerry Ziesmer, Daniel Kiewit, Henry Strzalkowski, Jerry Ross, Linda Carpenter, Bill Graham, Chrystel Le Pelletier, Albert Hall, Frederic Forrest, David Olivier, Evan A. Lottman, Laurence Fishburne, Hattie James, James Keane, Dennis Hopper, Francis Ford Coppola, Don Gordon Bell, Robert Duvall, Kerry Rossall, Joe Estevez, Colleen Camp, G. D. Spradlin, Christian Marquand, Glenn Walken, Aurore Clément, William Upton, R. Lee Ermey, George Cantero, Michel Pitton, Jack Thibeau, Frank Villard, Charles Robinson, Damien Leake, Robert Julian, Scott Glenn, Nick Nicholson, Vittorio Storaro, Tom Mason, Bo Byers, Roman Coppola, Jim Gaines, Martin Sheen, Marlon Brando, Cynthia Wood, Sam Bottoms, Harrison Ford, Gian-Carlo Coppola, Yvon LeSeaux, Marc Coppola",Francis Ford Coppola,Vittorio Storaro,"Joseph Conrad, Francis Ford Coppola, John Milius, Michael Herr",Francis Ford Coppola,"Francis Ford Coppola, Carmine Coppola",8.4,749544.0,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
33,Unforgiven,7.9,4649.0,Released,1992-08-07,159157447.0,130.0,14400000.0,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",5.1855,Some legends will never be forgotten. Some wrongs can never be forgiven.,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,"Richard Harris, Ron White, Robert Koons, Ben Cardinal, Aline Levasseur, Jefferson Mappin, Blair Haynes, Walter Marsh, Larry Reese, Michael Charrois, Jeremy Ratchford, Paul Anthony McLean, Frances Fisher, Garner Butler, Shane Meier, Jaimz Woolvett, Henry Kope, Michael Maurer, Saul Rubinek, Anna Thomson, John Pyper-Ferguson, Gene Hackman, Morgan Freeman, Mina E. Mina, Rob Campbell, Josie Smith, Anthony James, Greg Goossen, Philip Maurice Hayes, David Mucci, Frank C. Turner, James Herman, Tara Frederick, Lochlyn Munro, William Davidson, Beverley Elliott, Liisa Repo-Martell, Larry Joshua, Sam Karas, Clint Eastwood, Cherrilene Cardinal, George Orrison",Clint Eastwood,Jack N. Green,David Webb Peoples,"David Valdes, Clint Eastwood",Lennie Niehaus,8.2,458518.0,/54roTwbX9fltg85zjsmrooXAs12.jpg
35,The Simpsons Movie,7.0,8239.0,Released,2007-07-25,527068851.0,87.0,75000000.0,tt0462538,en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",7.7608,See our family. And feel better about yours.,"Animation, Comedy, Family","Gracie Films, 20th Century Fox",United States of America,English,"Yeardley Smith, Phil Rosenthal, Billie Joe Armstrong, Dan Castellaneta, Albert Brooks, Maggie Roswell, Tress MacNeille, Mike Dirnt, Joe Mantegna, Marcia Wallace, Pamela Hayden, Tom Hanks, Karl Wiedergott, Harry Shearer, Tré Cool, Russi Taylor, Julie Kavner, Nancy Cartwright, Hank Azaria",David Silverman,,"David Mirkin, Ian Maxtone-Graham, Matt Selman, John Swartzwelder, Jon Vitti, Mike Reiss, Matt Groening, James L. Brooks, Sam Simon, Al Jean, Mike Scully, George Meyer","Jay Kleckner, Matt Groening, Amanda Moshay, Matt Orefice, Richard Sakai, James L. Brooks, Peter Gave, Nikki Vanzo, Al Jean, Claudia Katz, Mike Scully, Felicia Nalivansky",Hans Zimmer,7.3,358950.0,/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg
38,Eternal Sunshine of the Spotless Mind,8.093,15616.0,Released,2004-03-19,72258126.0,108.0,20000000.0,tt0338013,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",9.4286,You can erase someone from your mind. Getting them out of your heart is another story.,"Science Fiction, Drama, Romance","Focus Features, Anonymous Content, This is that",United States of America,English,"Jane Adams, Deirdre O'Connell, Lauren Adler, Lola Daehler, Thomas Jay Ryan, Brian Price, Elijah Wood, Kirsten Dunst, Kate Winslet, Josh Flitter, Mark Ruffalo, David Cross, Gerry Robert Byrne, Jim Carrey, Amir Ali Said, Debbon Ayer, Tom Wilkinson, Ryan Whitney, Paulie Litt",Michel Gondry,Ellen Kuras,"Charlie Kaufman, Pierre Bismuth, Michel Gondry","Anthony Bregman, Charlie Kaufman, Georges Bermann, Glenn Williamson, Steve Golin, David L. Bushell",Jon Brion,8.3,1149037.0,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
55,Amores Perros,7.6,2725.0,Released,2000-06-16,20908467.0,154.0,2000000.0,tt0245712,es,Amores perros,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",3.8978,Love. Betrayal. Death.,"Drama, Thriller","Altavista Films, Zeta Film",Mexico,Español,"Heriberto del Castillo, Rosa María Bianchi, Humberto Busto, Gerardo Campbell, José Sefami, Dagoberto Gama, Ricardo Dalmacci, Mauricio Martínez, Gustavo Muñoz, Álvaro Guerrero, Lourdes Echevarría, Laura Almela, Vanessa Bauche, Rodrigo Murray, Adriana Barraza, Roberto Medina, Rodrigo Ostap, Jorge Salinas, Goya Toledo, Carlos Samperio, Patricio Castillo, Gustavo Sánchez Parra, Emilio Echevarría, Marco Pérez, Dunia Saldívar, Gael García Bernal",Alejandro González Iñárritu,Rodrigo Prieto,Guillermo Arriaga,"Francisco González Compeán, Alejandro González Iñárritu, Martha Sosa Elizondo",Gustavo Santaolalla,8.0,269121.0,/n3QrQvLM7lZ9AGExvG89OREkCXW.jpg
58,Pirates of the Caribbean: Dead Man's Chest,7.369,16509.0,Released,2006-07-06,1066179747.0,151.0,200000000.0,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",16.7349,Captain Jack is back!,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,"English, Türkçe, ελληνικά, 普通话","Peter Donald Badalamenti II, Stellan Skarsgård, Sylver, Robbie Gee, Jim Cody Williams, Naomie Harris, Filip Cvijetic, Clive Ashborn, David Sterne, Jack Davenport, David Keyes, Orlando Bloom, Winston Ellis, Dermot Keaney, Kevin McNally, Jonathan Pryce, Max Baker, Steve Speirs, Ho-Kwan Tse, Christopher S. Capp, Michael Enright, Tom Hollander, David Schofield, Donald Dowd, Jimmy Roussounis, Moray Treadwell, Geoffrey Rush, Reggie Lee, Gerry O'Brien, Georges Trillat, Luke de Woolfson, John Boswall, Jonathan Linsley, Jonathan Kite, Johnny Depp, Vanessa Branch, Keira Knightley, Anthony Patricio, Israel Aduramo, Claudia Adams, Neil Panlasigui, Michael Miranda, Matthew Bowyer, Christopher Adamson, Andy Beckwith, Alex Norton, Josie Dapar, Natsuko Ohama, Hernando ""Sweepy"" Molina, Bill Nighy, San Shella, Barry McEvoy, Mackenzie Crook, Martin Klebba, Lauren Maher, Simon Meacock, Derrick O'Connor, David Bailie, Lee Arenberg, Nej Adamson",Gore Verbinski,Dariusz Wolski,"Stuart Beattie, Jay Wolpert, Terry Rossio, Ted Elliott","Jerry Bruckheimer, Bruce Hendricks, Chad Oman, Mike Stenson, Eric McLeod",Hans Zimmer,7.4,805000.0,/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg
59,A History of Violence,7.2,3454.0,Released,2005-09-23,61477797.0,96.0,32000000.0,tt0399146,en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,2.7929,Tom Stall had the perfect life...until he became a hero.,"Drama, Thriller, Crime","New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company","Canada, Germany, United Kingdom, United States of America",English,"Don Allison, Heidi Hayes, Ashton Holmes, Mitch Boughs, April Mullen, Viggo Mortensen, William Hurt, Bruce Beaton, Nick Antonacci, Kyle Schmid, Ed Harris, Peter MacNeill, Brittany Payer, Stephen McHattie, Jason Barbeck, Neven Pajkic, Bill MacDonald, Maria Bello, Deborah Drakeford, Morgan Kelly, Sumela Kay, Gerry Quigley, Brendan Connor, Aidan Devine, R.D. Reid, Michelle McCree, George King, Ian Matthews, Martha Reilly, John Watson, Greg Bryk, Shawn Campbell",David Cronenberg,Peter Suschitzky,"Josh Olson, Vince Locke, John Wagner","J.C. Spink, Chris Bender, Roger Kass, Toby Emmerich, Kent Alterman, Cale Boyter, Justis Greene, Josh Braun",Howard Shore,7.4,266864.0,/A26rcvipOqptVs7i5uRmKicXRxE.jpg
62,2001: A Space Odyssey,8.065,11972.0,Released,1968-04-02,71923560.0,149.0,12000000.0,tt0062622,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",9.5418,An epic drama of adventure and exploration.,"Science Fiction, Mystery, Adventure","Stanley Kubrick Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America","English, Pусский","Martin Amor, Irena Marr, Péter Delmár, David Hines, Vivian Kubrick, David Charkham, Mike Lovell, Leonard Rossiter, Danny Grover, Kim Neil, Keir Dullea, Keith Denny, Marcella Markham, Scott MacKee, Chela Matthison, Judy Keirn, Gary Lockwood, Anthony Jackson, Robert Beatty, Sheraton Blount, Alan Gifford, Sean Sullivan, Andy Wallace, Julie Croft, Burnell Tucker, Maggie London, Glenn Beck, Penny Pearl, John Clifford, Daniel Richter, Richard Woods, Terry Duggan, Bob Wilyman, Ann Gillis, Brian Hawley, Frank W. Miller, Kenneth Kendall, Harry Fielder, S. Newton Anderson, William Sylvester, Jimmy Bell, Ed Bishop, Jonathan Daw, Penny Brahms, Stanley Kubrick, Heather Downham, Edwina Carroll, Margaret Tyzack, Krystyna Marr, Darryl Paes, Jane Pearl, John Ashley, Joe Refalo, Kevin Scott, Ann Bormann, John Jordan, Penny Francis, David Fleetwood, John Swindells, Bill Weston, Laurence Marchant, Douglas Rain",Stanley Kubrick,Geoffrey Unsworth,"Stanley Kubrick, Arthur C. Clarke","Victor Lyndon, Stanley Kubrick",,8.3,761320.0,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
63,Twelve Monkeys,7.601,8655.0,Released,1995-12-29,168841459.0,129.0,29000000.0,tt0114746,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",6.9059,The future is history.,"Science Fiction, Thriller, Mystery","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",United States of America,"English, Français","Tiffany Baldwin, Karl Warren, Stan Kang, Joey Perillo, Stephen Bridgewater, C.J. Byrnes, Bob Adrian, Drucie McDaniel, Joe Gerety, Anthony 'Chip' Brienza, Bart the Bear, Robert O'Neill, Madeleine Stowe, Paul Meshejian, Felix Pire, Brad Pitt, Carol Florence, Jon Seda, Annie Golden, LisaGay Hamilton, Vernon Campbell, Richard Stanley, Tom Detrik, John Blaisse, Joilet Harris, Aaron Michael Lacey, Frederick Strother, Raymond Mamrak, Irma St. Paule, H. Michael Walls, Donald Faison, Frank Gorshin, Charles Techman, Ray Huffman, Michael Ryan Segal, Harry O'Toole, Christopher Meloni, Bruce Kirkpatrick, Charley Scalies, Kevin Thigpen, Allelon Ruggiero, Crispian Sallis, Korchenko, Janet Zappala, Bonnie Loev, Matt Ross, John Panzarella, Simon Jones, Barry Price, Thang, Bill Raymond, David Morse, Michael Chance, Rozwill Young, Jann Ellis, Pat Dias, Bruce Willis, Joseph McKenna, Lisa Talerico, Wilfred Williams, Rick Warner, Ernest Abuba, Sal Mazzotta, Nell Johnson, Chuck Jeffreys, Louis Lippa, Joseph Melito, Christopher Plummer",Terry Gilliam,Roger Pratt,"Janet Peoples, David Webb Peoples, Chris Marker","Gary Levinsohn, Robert Cavallo, Robert Kosberg, Charles Roven",Paul Buckmaster,8.0,667986.0,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
